AST Similarity,Token Similarity,Levenshtein Similarity,Length File 1,Length File 2,Function Count File 1,Function Count File 2,Variable Count File 1,Variable Count File 2,Comment Ratio File 1,Comment Ratio File 2,Cyclomatic Complexity File 1,Cyclomatic Complexity File 2,Label
0.0,0.08823529411764706,0.43311036789297663,12,20,2,2,8,13,0.0,0.0,2,4,0
0.0,0.009375,0.2523444160272805,28,20,2,2,13,13,0.0,0.0,3,4,0
0.0,0.9781021897810219,0.8073089700996677,21,20,2,2,13,14,0.0,0.0,4,4,1
0.0,0.2911392405063291,0.6417033773861968,21,24,2,2,13,15,0.0,0.0,4,4,0
0.0,0.2911392405063291,0.7812041116005873,20,24,2,2,14,15,0.0,0.0,4,4,1
0.0,0.2556818181818182,0.7079856972586412,21,25,2,2,13,16,0.0,0.0,4,4,1
0.0,0.2556818181818182,0.601907032181168,20,25,2,2,14,16,0.0,0.0,4,4,0
0.0,0.26136363636363635,0.6269368295589988,24,25,2,2,15,16,0.0,0.0,4,4,0
0.0,0.17801047120418848,0.6294307196562836,21,27,2,2,13,24,0.0,0.0,4,4,0
0.0,0.17801047120418848,0.5488721804511278,20,27,2,2,14,24,0.0,0.0,4,4,0
0.0,0.20418848167539266,0.5091299677765844,24,27,2,2,15,24,0.0,0.0,4,4,0
0.0,0.2513089005235602,0.5488721804511278,25,27,2,2,16,24,0.0,0.0,4,4,0
0.0,1.0,0.7845117845117845,12,12,1,1,16,21,0.16666666666666666,0.16666666666666666,2,2,1
0.0,1.0,0.7475409836065574,12,12,1,1,16,22,0.16666666666666666,0.16666666666666666,2,2,1
0.0,1.0,0.6918032786885246,12,12,1,1,21,22,0.16666666666666666,0.16666666666666666,2,2,0
0.5,0.48717948717948717,0.6024096385542168,12,17,1,2,16,25,0.16666666666666666,0.17647058823529413,2,2,0
0.0,0.48717948717948717,0.6385542168674698,12,17,1,2,21,25,0.16666666666666666,0.17647058823529413,2,2,1
0.0,0.48717948717948717,0.5879518072289156,12,17,1,2,22,25,0.16666666666666666,0.17647058823529413,2,2,0
0.0,0.14473684210526316,0.6242937853107344,12,16,1,1,16,20,0.16666666666666666,0.125,2,2,0
0.0,0.14473684210526316,0.6214689265536724,12,16,1,1,21,20,0.16666666666666666,0.125,2,2,0
0.0,0.14473684210526316,0.6440677966101696,12,16,1,1,22,20,0.16666666666666666,0.125,2,2,0
0.0,0.11538461538461539,0.5903614457831325,17,16,2,1,25,20,0.17647058823529413,0.125,2,2,0
0.2,1.0,0.8806855636123929,52,52,5,5,54,52,0.09615384615384616,0.09615384615384616,6,6,1
0.6666666666666666,0.47651006711409394,0.8145409735058533,52,60,5,6,54,57,0.09615384615384616,0.1,6,6,1
0.16666666666666666,0.47651006711409394,0.7467652495378928,52,60,5,6,52,57,0.09615384615384616,0.1,6,6,0
0.2,1.0,0.8435863874345549,52,52,5,5,54,52,0.09615384615384616,0.09615384615384616,6,6,0
0.2,1.0,0.8835078534031413,52,52,5,5,52,52,0.09615384615384616,0.09615384615384616,6,6,1
0.16666666666666666,0.47651006711409394,0.7110289587184226,60,52,6,5,57,52,0.1,0.09615384615384616,6,6,0
0.0,0.10510510510510511,0.6604053386060307,52,73,5,5,54,65,0.09615384615384616,0.0,6,10,0
0.0,0.10510510510510511,0.6426099851705388,52,73,5,5,52,65,0.09615384615384616,0.0,6,10,0
0.0,0.0960960960960961,0.5565991102323282,60,73,6,5,57,65,0.1,0.0,6,10,0
0.0,0.10510510510510511,0.6396440929312901,52,73,5,5,52,65,0.09615384615384616,0.0,6,10,0
0.0,0.8114754098360656,0.8925081433224755,19,20,0,0,28,30,0.21052631578947367,0.2,1,2,1
0.0,1.0,0.8438030560271647,19,19,0,0,28,27,0.21052631578947367,0.21052631578947367,1,1,1
0.0,0.8114754098360656,0.7687296416938111,20,19,0,0,30,27,0.2,0.21052631578947367,2,1,0
0.0,0.8032786885245902,0.7504244482173175,19,20,0,0,28,30,0.21052631578947367,0.2,1,2,0
0.0,0.9918032786885246,0.8615635179153094,20,20,0,0,30,30,0.2,0.2,2,2,1
0.0,0.8032786885245902,0.7653061224489796,19,20,0,0,27,30,0.21052631578947367,0.2,1,2,0
0.0,0.7706422018348624,0.8845500848896435,19,19,0,0,28,28,0.21052631578947367,0.21052631578947367,1,1,0
0.0,0.680327868852459,0.8013029315960912,20,19,0,0,30,28,0.2,0.21052631578947367,2,1,0
0.0,0.7706422018348624,0.8554421768707483,19,19,0,0,27,28,0.21052631578947367,0.21052631578947367,1,1,0
0.0,0.6721311475409836,0.7669565217391304,20,19,0,0,30,28,0.2,0.21052631578947367,2,1,0
0.6666666666666666,0.48031496062992124,0.7412420382165605,32,41,5,6,32,36,0.15625,0.14634146341463414,3,3,1
0.2,0.168141592920354,0.7804674457429048,32,34,5,5,32,35,0.15625,0.14705882352941177,3,3,1
0.16666666666666666,0.1732283464566929,0.5764331210191083,41,34,6,5,36,35,0.14634146341463414,0.14705882352941177,3,3,0
0.5714285714285714,0.30985915492957744,0.656121045392022,32,47,5,7,32,36,0.15625,0.14893617021276595,3,5,0
0.5714285714285714,0.3485915492957746,0.7881705639614855,41,47,6,7,36,36,0.14634146341463414,0.14893617021276595,3,5,1
0.14285714285714285,0.10915492957746478,0.5378266850068776,34,47,5,7,35,36,0.14705882352941177,0.14893617021276595,3,5,0
0.6666666666666666,0.47244094488188976,0.7352697095435685,32,42,5,6,32,33,0.15625,0.14285714285714285,3,5,0
0.6666666666666666,0.5866141732283464,0.804140127388535,41,42,6,6,36,33,0.14634146341463414,0.14285714285714285,3,5,0
0.16666666666666666,0.16535433070866143,0.5850622406639003,34,42,5,6,35,33,0.14705882352941177,0.14285714285714285,3,5,0
0.5714285714285714,0.31338028169014087,0.7551581843191196,47,42,7,6,36,33,0.14893617021276595,0.14285714285714285,5,5,0
0.6666666666666666,0.4743083003952569,0.7238605898123325,32,41,5,6,31,32,0.15625,0.14634146341463414,3,5,1
0.6666666666666666,0.48031496062992124,0.7175438596491228,32,41,5,6,31,35,0.15625,0.14634146341463414,3,3,0
0.6666666666666666,0.531496062992126,0.762280701754386,41,41,6,6,32,35,0.14634146341463414,0.14634146341463414,5,3,1
0.5714285714285714,0.30985915492957744,0.6184310738766184,32,47,5,7,31,35,0.15625,0.14893617021276595,3,5,0
0.5714285714285714,0.31338028169014087,0.7303884234577304,41,47,6,7,32,35,0.14634146341463414,0.14893617021276595,5,5,0
0.5714285714285714,0.3485915492957746,0.7433358720487433,41,47,6,7,35,35,0.14634146341463414,0.14893617021276595,3,5,1
0.2,0.14285714285714285,0.7954545454545454,32,33,5,5,31,33,0.15625,0.15151515151515152,3,3,0
0.16666666666666666,0.11462450592885376,0.6219839142091153,41,33,6,5,32,33,0.14634146341463414,0.15151515151515152,5,3,0
0.16666666666666666,0.14960629921259844,0.6087719298245614,41,33,6,5,35,33,0.14634146341463414,0.15151515151515152,3,3,0
0.14285714285714285,0.15845070422535212,0.5476009139375476,47,33,7,5,35,33,0.14893617021276595,0.15151515151515152,5,3,0
1.0,1.0,1.0,28,28,2,2,31,31,0.17857142857142858,0.17857142857142858,2,2,1
0.0,0.21705426356589147,0.5282442748091603,28,19,2,2,31,28,0.17857142857142858,0.21052631578947367,2,3,0
0.0,0.21705426356589147,0.5282442748091603,28,19,2,2,31,28,0.17857142857142858,0.21052631578947367,2,3,1
0.0,0.9922480620155039,0.8281461434370772,28,28,2,2,31,33,0.17857142857142858,0.17857142857142858,2,2,1
0.0,0.9922480620155039,0.8281461434370772,28,28,2,2,31,33,0.17857142857142858,0.17857142857142858,2,2,0
0.0,0.21705426356589147,0.4749661705006766,19,28,2,2,28,33,0.21052631578947367,0.17857142857142858,3,2,0
0.0,0.5515151515151515,0.6633663366336633,28,36,2,2,31,36,0.17857142857142858,0.19444444444444445,2,2,0
0.0,0.5515151515151515,0.6633663366336633,28,36,2,2,31,36,0.17857142857142858,0.19444444444444445,2,2,0
0.0,0.1696969696969697,0.40154015401540155,19,36,2,2,28,36,0.21052631578947367,0.19444444444444445,3,2,0
0.0,0.5515151515151515,0.6182618261826183,28,36,2,2,33,36,0.17857142857142858,0.19444444444444445,2,2,0
0.3333333333333333,0.3924050632911392,0.5461638491547465,17,28,2,3,29,34,0.11764705882352941,0.10714285714285714,3,4,1
0.0,0.1258741258741259,0.5954198473282443,17,22,2,2,29,37,0.11764705882352941,0.09090909090909091,3,3,0
0.0,0.14556962025316456,0.6046814044213265,28,22,3,2,34,37,0.10714285714285714,0.09090909090909091,4,3,1
0.5,0.7019230769230769,0.8159509202453987,17,19,2,2,29,32,0.11764705882352941,0.10526315789473684,3,3,1
0.3333333333333333,0.36075949367088606,0.5669700910273081,28,19,3,2,34,32,0.10714285714285714,0.10526315789473684,4,3,0
0.0,0.13986013986013987,0.6244274809160305,22,19,2,2,37,32,0.09090909090909091,0.10526315789473684,3,3,0
0.0,0.10857142857142857,0.42131979695431476,17,31,2,2,29,34,0.11764705882352941,0.0967741935483871,3,4,0
0.0,0.22857142857142856,0.4568527918781726,28,31,3,2,34,34,0.10714285714285714,0.0967741935483871,4,4,0
0.0,0.12571428571428572,0.5317258883248731,22,31,2,2,37,34,0.09090909090909091,0.0967741935483871,3,4,0
0.0,0.1506849315068493,0.5862595419847328,22,25,2,2,37,30,0.09090909090909091,0.08,3,3,1
0.0,0.10857142857142857,0.44796954314720816,19,31,2,2,32,34,0.10526315789473684,0.0967741935483871,3,4,0
0.0,0.4835164835164835,0.6566125290023201,14,18,2,2,17,19,0.21428571428571427,0.2222222222222222,2,2,1
0.0,0.3793103448275862,0.5062611806797853,14,22,2,2,17,23,0.21428571428571427,0.22727272727272727,2,2,0
0.0,0.5689655172413793,0.7316636851520573,18,22,2,2,19,23,0.2222222222222222,0.22727272727272727,2,2,1
0.0,0.3793103448275862,0.5062611806797853,14,22,2,2,17,23,0.21428571428571427,0.22727272727272727,2,2,0
0.0,0.5689655172413793,0.7316636851520573,18,22,2,2,19,23,0.2222222222222222,0.22727272727272727,2,2,1
1.0,1.0,1.0,22,22,2,2,23,23,0.22727272727272727,0.22727272727272727,2,2,0
0.0,0.46875,0.558091286307054,14,18,2,2,17,20,0.21428571428571427,0.2222222222222222,2,2,0
0.0,0.6041666666666666,0.6867219917012448,18,18,2,2,19,20,0.2222222222222222,0.2222222222222222,2,2,0
0.0,0.4827586206896552,0.6064400715563506,22,18,2,2,23,20,0.22727272727272727,0.2222222222222222,2,2,0
0.0,0.4827586206896552,0.6064400715563506,22,18,2,2,23,20,0.22727272727272727,0.2222222222222222,2,2,0
0.0,0.985663082437276,0.766107678729038,49,48,4,4,30,31,0.12244897959183673,0.125,2,2,1
1.0,1.0,1.0,48,48,4,4,31,31,0.125,0.125,2,2,1
0.0,0.39473684210526316,0.552675585284281,33,37,5,5,33,34,0.15151515151515152,0.13513513513513514,3,3,1
0.0,1.0,0.7858243451463791,19,19,0,0,27,29,0.21052631578947367,0.21052631578947367,1,1,1
0.0,0.370242214532872,0.5139519792342635,47,52,7,7,35,37,0.14893617021276595,0.1346153846153846,5,5,1
0.0,0.9850746268656716,0.628032345013477,14,14,2,2,17,17,0.21428571428571427,0.21428571428571427,2,2,1
0.0,0.04201680672268908,0.662613981762918,22,25,2,2,23,24,0.22727272727272727,0.2,2,2,1
0.0,0.989247311827957,0.7682067345340642,49,48,4,4,30,34,0.12244897959183673,0.125,2,2,1
0.0,0.38349514563106796,0.5967878275570584,32,36,5,5,32,36,0.15625,0.1388888888888889,3,3,1
0.0,1.0,0.682896379525593,52,52,5,5,52,55,0.09615384615384616,0.09615384615384616,6,6,1
0.0,0.0670391061452514,0.735399284862932,25,28,2,2,16,15,0.0,0.0,4,4,1
0.0,1.0,0.7152317880794702,17,17,2,2,12,12,0.0,0.0,3,3,1
0.0,0.39473684210526316,0.6355932203389831,33,37,5,5,33,33,0.15151515151515152,0.13513513513513514,3,3,1
0.0,0.987012987012987,0.5652892561983471,25,25,4,4,9,9,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.521311475409836,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.521311475409836,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.5490506329113924,25,25,4,4,9,11,0.0,0.0,3,3,1
0.0,0.987012987012987,0.5590163934426229,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.987012987012987,0.5933544303797469,25,25,4,4,9,11,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.5205696202531646,25,25,4,4,10,11,0.0,0.0,3,3,1
0.0,0.9900990099009901,0.6653620352250489,32,32,5,5,27,29,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5767524401064774,32,32,5,5,27,33,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5548446069469836,32,32,5,5,27,27,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5066548358473824,32,32,5,5,29,33,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5118829981718465,32,32,5,5,29,27,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5669920141969831,32,32,5,5,33,27,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5018939393939394,32,32,5,5,28,30,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5058191584601611,32,32,5,5,28,25,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5919540229885057,32,32,5,5,28,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5776744186046512,32,32,5,5,28,31,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4709042076991943,32,32,5,5,30,25,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5179924242424243,32,32,5,5,30,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4883720930232558,32,32,5,5,30,31,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5031333930170099,32,32,5,5,25,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4601611459265891,32,32,5,5,25,31,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5237209302325581,32,32,5,5,28,31,0.15625,0.15625,3,3,1
